	text	class
937	 Конкурс на IPhone 6!	1.0
938	" СОБИРАЕМ РЯДЫ!!!! 👉 Приглашаю в долгожданную закупочку "" Качественная обувь BONA - 5""  ↪ Тема: https://vk.com/topic-21593462_31911940 ↪ Альбом: https://vk.com/album-21593462_211749504"	1.0
939	 Альо-Альо-Альо!!! Дівчата, саме для Вас і для того, щоб Ви повеселились в общині своїх колег-медиків організовується 📢 ПРИВАТНА ВЕЧІРКА, на честь 8 Березня! Хлопці, матимете хорошу можливість освідчитись дівчині в коханні, зробити подарунок, нікого не соромлячись та й просто подякувати, що саме ця людина проводить весь час з Вами, не зважаючи на важкі будні Дівчат-Медиків! Саме цього четверга напередодні Міжнародного жіночого свята Ви маєте можливість відірватись і відпочити! 💡 Ми чекаємо саме на Вас! 🎊👉 Наших гостей чекає: Затишна, святкова атмосфера, яку доповнює вечірня програма з конкурсами та призами для переможців. Запальна музика, буде супроводжувати весь вечір, під яку кожному захочеться танцювати. 🚨 Весь вечір для Вас працюють: бармени, офіціанти, гардероб, DJ, ведучий, охорона. Не пропусти,кількість флаєрів обмежена ⌛	1.0
940	 Отпишитесь пожалуйста, кого удалила из Домовят по схеме: мои друзья---заявки в друзья---исходящие заявки, было 800 игроков, очень игра тормозит.	0.0
941	 Доставка в КРЫМ в течении суток! БЕСПЛАТНО!	1.0
942	 Мне невыносимо необходимы прикосновения. Только это спасёт, только это спасает. Ладонь по коже, ладонь, согревающая нутро лишь повторяя контуры тела, заставляющая кровь бежать чуть быстрее, захватывать клетки кислорода и впрыскивать их в сердце...💥❤️	0.0
943	 ФОРСАЖ 7 (2015) Второй трейлер HD	1.0
944	 Как избавиться от неприятного запаха из раковины	0.0
945	 Какое это счастье, что у меня есть дочка… Красивые глаза и пухленькие щечки… Веселая улыбка и детский звонкий смех… И этот человечек дороже в мире всех! Какое это счастье, когда она смеется! И как приятно слушать то, как она сопит, Как тянется ручонками, за шею обнимая, И ласково, и нежно «мама» говорит. Какое это счастье - всегда быть с нею рядом, Помочь, когда ей трудно, обнять, когда грустит, И вместе посмеяться, а где-то и поплакать, Ненастный день она улыбкой своею озарит. Какое счастье просыпаться утром, И радоваться жизни, и прожитому дню… «Мое сокровище, мой ангел, мой цветочек, Тебя безумно, больше жизни я люблю!».	0.0
946	 друзья, интересно ваше мнение!  буду благодарен за ваши комментарии и распространение в виде репоста. голосование анонимное	0.0
947	 Раздача игры Counter-Strike: Global Offensive	1.0
948	 Кажется, что жизнь, она, как сон - Только мне приснись, ждать тебя не устаю. Случится, что в метро, в пустой вагон сяду, А там ты, и нам на одну станцию ♥	0.0
949	 главное - не включать телевизор и выйти из дома.	0.0
950	" Мною выполнено задание ""Предание о хранителе"". Приходите в гости! http://gigam.es/vkzd_post"	1.0
951	 Обнимайте друг друга чаще. Крепче. Теплее и от души. Это так важно. ________________________________  Ведь чтобы человека поддержать, Не дать пропасть в отчаянии и боли, Достаточно порою — лишь обнять И прошептать: «Я рядом! Я с тобою!» _________________________________ Иногда достаточно просто обнять… Это не сложно, но этим можно спасти человека. _________________________________ Ничто так не обезоруживает людей, как искренние слова и сильные объятия … _________________________________ Если любить — то по-настоящему; если обнимать — то крепко; если смеяться — то до слез; если говорить — то в глаза; если дарить — то от души. _________________________________ Чаще обнимайтесь. Иногда одно объятие может выразить намного больше, чем слова. Объятия не только сближают, но и дарят нам ощущение душевного покоя и уверенности в том, что тебя любят и понимают.	0.0
952	 Наноферма	1.0
953	 Любовь не терпит суету и эфемерность, Ей не по нраву длинный список перемен. Среди бесчисленных предательств и измен, Лишь только Верность, Незапятнанная Верность, Спасёт и оградит от вскрытых вен!	0.0
954	 ЦП в ЛС - лучший подарок для Вашего шефа.	0.0
955	 1 и 5	0.0
956	 Открой личку,тебе гадят. Тот,кого ты когда то отшила. Я это на стену выкладывать не буду. А в личку тебе скину,чтобы в курсе была. Это не шутки.  Я в шоке.	0.0
957	 Ребята,по многочисленным просьбам я завтра постараюсь выложить еще видео с концерта.Видео в хорошем качестве долго заливается.Еще больше драйва и сюрпризов в следующих видюхах.А пока добавляйте себе и наслаждайтесь выступлением Сергея Жукова.А я пошла мыть посуду и делать шеллак.Ужасно не хватает времени..	0.0
958	 Привет) Есть одно прикольное бесплатное мобильное приложение для школьников и студентов, тут встроены чаты, дневник, ГДЗ, игры и еще много интересного. Это лучшее, что появилось за последнее время!  Найди наш класс по ID: 316556 Скачай на Android: http://vk.cc/2ZdjRs Скачай на iOS: http://vk.cc/3bbqiY	1.0
959	 ❤💕	1.0
960	 Выйдите из головы и войдите в сердце. Меньше думайте и больше чувствуйте. Не привязывайтесь к мыслям, погрузитесь в ощущения… Тогда оживет и ваше сердце. Ошо	0.0
961	 На Земле безжалостно маленькой жил да был человек маленький.  У него была служба маленькая.  И маленький очень портфель.  Получал он зарплату маленькую... И однажды - прекрасным утром - постучалась к нему в окошко небольшая, казалось, война...  Автомат ему выдали маленький. Сапоги ему выдали маленькие. Каску выдали маленькую и маленькую - по размерам - шинель. ... А когда он упал - некрасиво, неправильно, в атакующем крике вывернув рот, то на всей земле не хватило мрамора, чтобы вырубить парня в полный рост! РОБЕРТ РОЖДЕСТВЕНСКИЙ	0.0
962	 В врскресенье 8 марта у нас в студии будет проходить благотворительная акция! Записавшись на гель лак всего за 500р вы поможете тяжело больным детям! Все деньги будут перечислены в благотворителтный фонд! Работать буду я!!!	1.0
963	 ахаха :)))	0.0
964	 ♦В торге (1⃣0⃣6⃣ ур.) куплю:♦ ♠шаманскую коллекцию 1⃣ к 5⃣0⃣ (50, 100, 200, 500 на повторе), ♣коллекции рептилий 1⃣ к 9⃣0⃣, рогов 1⃣ к 1⃣8⃣0⃣ (50, 100, 200, 300 на повторе)	1.0
965	 ПАРАД ПРИМЕТ Народные традиции, поверья и суеверия За подаренный нож надо обязательно дать выкуп. Или даже просто за показанный вам нож. Уезжать в дождь – хорошая примета. Ещё хорошая примета – уезжать в Таиланд, в Эмираты, в Европу. Хорошо также улетать в смерч или ураган. Перед дорогой нельзя зашивать ширинку на брюках. Только застегнуть. Вообще ничего нельзя зашивать на себе. Для этого есть хирурги. Перед дальней дорогой нельзя зашиваться от пьянства – дорога будет трудной и невозможно скучной. Нельзя смотреть на Париж. Увидеть Париж – к смерти. Если вы что-то забыли, то, возвратившись, надо обязательно посмотреть в зеркало, в ящик стола, потом в шкафу, за диваном, в карманах пиджака, в ванной, – а вдруг там. Позвонить жене и спросить, куда она это убрала? Просил же не трогать… Кроме того, если вы что-то забыли в доме и вернулись, то традиция советует, посмотреться в зеркало и громко сказать: «Придурок! Времени и так в обрез, а ты опять чего-то ищешь! Да ещё перед зеркалом вертишься!» Выйдя из интернет-форума, надо ещё раза три вернуться, сказать всем «пока» и «чмоки», а иначе в другом форуме вам не будет счастья. Сразу после большого праздника посуду не моют и пол не подметают, потому что лень. Такая традиция, ничего не поделаешь. Нельзя мыть пол, пока кто-то из близких находится в дороге. Приедет и сама помоет. Кстати, с запретом на мытьё полов, пока член семьи находится в дороге, категорически не согласна супруга Фёдора Конюхова. Деньги нельзя брать левой рукой (это вредно для сердца) и правой рукой (так они навредят печени). Деньги лучше всего хватать обеими руками. Чтобы урожай был высоким, следует всё делать так, как в художественном фильме «Кубанские казаки». Если стены коровника украсить хлыстами, кожаными трусами и эсэсовскими фуражками, то коровы будут смирные и будут хорошо давать млеко. А если найти «коровий бог» – сухую коровью лепёшку с дырой посредине – и повесить её в коровнике, то коровы на неё молиться будут. Чтобы быть счастливой в браке, традиция советует невесте перед самой свадьбой, в самый последний раз своей башкой подумать. Чтоб молодожены были счастливы в браке, им нужно переломить лавровую ветвь, порезать картошку, нашинковать морковь, высыпать в бульон, слегка подсолить и варить до готовности. А потом съесть в один день. Нельзя здороваться за руку через порог шкафа. Нельзя также протягивать для приветствия руку, одетую в кастет. Нельзя втыкать топор в сервант – ссоры с женой не избежать! Отпускать жену в супермаркете «просто посмотреть, что там есть» – к большим расходам.	0.0
966	 🍒 В НАЛИЧИИ в Челябинске 🍒 примерки по звонку ↗ 89630872007 ↖	1.0
967	 Смешной Монолог про Мужа Е .Степаненко	1.0
968	 Все претензии в мой адрес запишите на листочек,сделайте самолётик и летите на х*й ! Счастливого полёта вам и вашим пассажирам!	0.0
969	 Приятно, что в эфир выходят не только хвалебные оды, но и нет-нет, да прорвётся перчинка в нос негодующей толпе  Позволяет немного расслабиться, ведь, кажись, не так уж всё безнадёжно http://echo.msk.ru/programs/repl/1503602-echo/	0.0
970	 Посмотрим на Lumia 640? #wylsamwc2015	1.0
971	 Охренеть и не встать..)	0.0
972	 Акция №55 с призами в Клондайке • Делаем репост #KlondikeCity	1.0
973	 Заработок в интернете для каждого	1.0
974	 Модильяни (2004) - смотреть онлайн фильм бесплатно	1.0
975	 Раздача игры Counter-Strike: Global Offensive	1.0
976	 в чаще леса вскрылся лось	0.0
977	 Хорошо, когда люди отсеиваются жизнью. Никаких обид, никаких выяснений. Просто человек уходит. Навсегда. И ты тоже уходишь, но..навечно.	0.0
978	" Мною выполнено задание ""Девушка напугана"". Приходите в гости! http://gigam.es/vkzd_post"	1.0
979	 Сдается комната на длительный срок 20000 р ,в одной комнате проживает семейная пара ( имеется ребенок) семейной паре или девушкам (славянам).с/у раздельный ,ремонт косметический,окна пластиковые, бытовая техника есть. интернет есть .7 минут пешком от метро Рязанский проспект. (НЕ АГЕНСТВО)	0.0
980	 Весна!!!))) Яркого, солнечного, веселого и улыбчатого настроения, мои дорогие!	0.0
981	 Лучшие сайты для заработка в интернете —- http://earn-wmr.blogspot.ru/2011/09/blog-post.html	1.0
982	 E 100 - на все сто! - музыкальный клип от Wartactic Games, Wot Fan и Wargaming.FM [World of Tanks]	1.0
983	 ахаха в тему	0.0
984	" Ехала в маршрутке. Рядом сидят бабушка с внучкой лет пяти. И тут внучка, увидев знакомые места, кричит на всю маршрутку: ""Бабушкааа!!!! А помнишь как ты за тем синим ларьком какала?"	0.0
985	 Если у тебя был сложный день - Не доёбывай. Виновата в этом, ясен пень, Я хуёвая. От залуп расширился зрачок Шире радужки. Значит где-то вышел незачет, Обосратушки. Только ты со всеми - ми-ми-ми (Дипломатия), А со мной - ну просто хуй пойми, Только матерно! Снег хуячит в ебаном окне Белой ватою. Я и в снеге, и в любой другой хуйне Виноватая! Сола Монова	0.0
986	 Криминал Ведьмы в церкви - свежие новости Украины и мира	0.0
987	 Восхищаюсь людьми.. которые не позволяют никому вмешиваться в свою жизнь.. они сами ищут истину.. по крупицам собирают свой мир.. не обращая внимания на удивленные и осуждающие взгляды окружающих.. эти люди многогранны и прекрасны.. они открыты для других.. но никогда не будут стучаться в двери..где им не рады.. они живут в согласии с собой так.. как подсказывает им сердце..обычно их считают безумцами..но эти люди любят жизнь..и она отвечает им взаимностью.. преподнося свои лучшие дары.. ✌	0.0
988	 Загадки Атлантиды	1.0
989	" Мое новое достижение в игре ""Слово за слово"":Интеллектуал - Найти более 20 слов за раунд http://socialmedia.wordbyword.me/?type=vk"	1.0
990	 Отправлено из Android приложения Креативные идеи для жизни https://play.google.com/store/apps/details?id=com.alek.creativeideas 200 иностранных слов, которым есть замена в русском языке. Абсолютный — совершенный Абстрактный — отвлеченный Аграрный — земледельческий Адекватный — соответствующий Активный — деятельный Актуальный — злободневный Аморальный — безнравственный Анализ — разбор Антураж — окружение Аргумент — довод Бизнес — дело Бойфренд — приятель Брифинг — летучка Вариант — разновидность Габариты — размеры Герметичный — непроницаемый Гипотетический — предположительный Голкипер — вратарь Гуманность — человечность Дайвер — ныряльщик Дайджест — обзор Дебаты — прения Девальвация — обесценивание Демонстрация — показ Деструктивный — разрушительный Детальный — подробный Диалог — беседа Директор — управляющий Дискомфорт — неудобство Дискуссия — обсуждение, спор Дифференциация — разделение Доминировать — господствовать, преобладать Дуэль — поединок Игнорировать — пренебрегать Идентичный — тождественный Имидж — образ Импорт — ввоз Индивидуальный — единоличный Индифферентный — безразличный Индустрия — промышленность Инертный — равнодушный Интервенция — вторжение Интернациональный — международный Инфицированный — зараженный Информация — сведения Камуфляж — прикрытие Коммерсант — торговец Компенсация — возмещение Комфорт — удобство Комфортабельный — удобный, благоустроенный Конкретный — определенный Конкурент — соперник Конкурс — состязание Констатировать — устанавливать Конструировать — устраивать, строить Конструктивный — созидательный Континент — материк Контракт — договор Конфронтация — противостояние Концентрация — сосредоточение Коррективы — поправки Корреспонденция — переписка; сообщение Кредитор — заимодатель Криминальный — преступный Легитимный — законный Лепта — вклад Ликвидация — уничтожение Лингвист — языковед Лифтинг — подтяжка кожи Максимальный — наибольший, предельный Маска — личина Менталитет — склад ума Метод — прием Минимальный — наименьший Мобильность — подвижность Модель — образец Модернизация — обновление Момент — миг Моментальный — мгновенный Монолог — речь Монумент — памятник Монументальный — величественный Натуральный — естественный Негативный — отрицательный Нивелировать — уравнивать Объективный — беспристрастный Оригинал — подлинник Отель — гостиница Параметр — величина Паркинг — стоянка Пассивный — бездеятельный Персональный — личный Плюрализм — множественность Позитивный — положительный Полемика — спор Потенциальный — возможный Превалировать — преобладать Претензия — притязание Прециозный — изысканный Приватный — частный Примитив — посредственность Прогноз — предсказание Прогресс — продвижение Пропаганда — распространение Публикация (действие) — обнародование, издание Радикальный — коренной Реакция — отклик Реализовать — претворить в жизнь Ревизия — проверка Революция — переворот Регресс — упадок Резолюция — решение Резонанс — отзвук Результат — следствие, последствие Реконструкция — перестройка Рельеф — очертание Ренессанс — возрождение Респектабельный — почтенный Реставрация — восстановление Реформа — преобразование Секретный — тайный Сервис — обслуживание Симпозиум — заседание Симптом — признак Синтез — сбор, обобщение Синхронно — одновременно Ситуация — положение, обстановка Социальный — общественный Социология — обществоведение Спонсор — благотворитель (меценат) Стабильность — устойчивость Стагнация — застой Стресс — напряжение, потрясение Структура — устройство Субъективный — личный, предвзятый Сфера — область Тема — предмет Толерантность — терпимость Томаты — помидоры Трансформация — превращение Фактический — действительный Форум — собрание Фундаментальный — основополагающий Хобби — увлечение Шеф — глава Шопинг — покупки Шоу — зрелище Эксклюзивный — исключительный Эксперимент — опыт Экспозиция — выкладка Экспорт — вывоз Эмбрион — зародыш Эра — летосчисление Юриспруденция — правоведение	1.0
991	 DARIA в #plombirkartinatv!	0.0
992	 Чем удивить прекрасных дам 8 Марта? Фотостудия Artberry предлагает Вам оригинальное решение! Сертификат-открытка на профессиональную фотосессию не оставит равнодушной не одну представительницу прекрасного пола! Стоимость сертификата от 1500р. Желающим могут быть предоставлены услуги визажиста и стилиста. На выбор возможно проведение как студийной, так и выездной фотосессии. Спешите! Предложение ограничено! Фотостудия Artberry находится по адресу ул. Комсомольская 129 (вход в арку). Тел.:8(918)175-55-03, 3-09-03. Обращаем ваше внимание на новое супер-предложение от Artberry! Теперь вы можете порадовать своих дам оригинальной фотосессией на плёнку от фотографа Баси Климушиной	1.0
993	" Друзья! Все, кто принимал участие в Динамической медитации 28 февраля, кто делал ""Динамику100+"" в своем городе, кто поддержал нашу эмоциональную идею! Благодарим вас за отклики... Вот какое путешествие по миру у нас получилось - 2,5 минуты вокруг Земли! Наслаждайтесь! (смотрите с хорошим звуком и в полном режиме экрана). Отдельное спасибо моему коллеге и другу [id555118|Вячеслав Ткаченко] за этот ролик и соучастие;) P.S. В ролик вошли не все видео, мы получили намного больше, поэтому... продолжение следует)"	0.0
994	 Toyota Mark ll - Большой тест-драйв (б/у) / Big Test Drive (Videoversion) - Тойота Марк 2	1.0
995	 Сегодня мы с #АмираАртуровна  ходили в развивашку #Таленто на Чистопольской, 71а. Рекомендую ;)!! Поиграли, позанимались - уютно и просторно! На обратном пути протопали пешком немало - аж до 7гор больницы на Чуйкова! :) и воздух свеж, и солнце светит - малышка сладко спала в слинге под курточкой - а я наслаждалась наступившей весной :) #раннее_развитие #развитиемалыша #мамыказани #дочка	0.0
996	 not mine в We Heart It -	1.0
997	 Загорелась приобрести ханг!! Но эта штука чертовски дорого стоит! Два тазика, казалось бы! Эххх))...	0.0
998	" 🎅 ПРОДАМ 🎅 отличную фотокамеру Nikon d700 body с пробегом 83 тыс кадров. Из США. Русский язык присутствует. Камера в отл. тех. состоянии Тех состояние - 5 Косметика - 4+ Я все проверял и уверен в ее полной работоспособности. В комплекте: камера + зарядка + аккумулятор + защ экран Цена - В ЛИЧКУ Отдельно продаю бат блок Nikon MB-D10 ( ОРИГИНАЛ ) цена - В ЛИЧКУ И аккумуляторы Nikon EN-EL3e (оригиналы !). цена - В ЛИЧКУ Территориально нахожусь в Ивано-Франковске. Вышлю новой почтой Все вопросы в личку или на моб (он виден в моей личной информации ) ( любителей поучать типа : ""дорого и что где то в вашем ларьке стоит в 2 раза дешевле"" - просьба, по-пусту не беспокоить. Не нравится цена - покупайте там, где вам дешевле, нравится - покупайте у меня. Нет смысла устраивать бесполезные дискуссии под объявлением. Держите ваше мнение при себе. Особенно если не собираетесь ничего покупать.) Все вопросы в личку или на моб ( он виден в моей личной информации )"	1.0
999	 были совсем рядышком и не попали((	0.0
1000	" 187. ""Хочу в Коляда-театр!"""	1.0
1001	 Это точно в цель))))	0.0
1002	 А я все равно люблю тебя несмотря на то что тебе и без меня хорошо....😭	0.0
1003	" Чаще улыбайтесь новому дню, и не забудьте сказать своим близким: ""Люблю..."""	0.0
1004	 Старик Бжезинский нас заметил	0.0
1005	 А разве друга надо звать,  Когда темно в пути, Когда дороги не узнать И нету сил идти? Когда беда со всех сторон, Когда при солнце-ночь, Да разве не увидит он, Не ринется помочь? Ведь он не сможет есть и спать, Когда такое вдруг! Но, если друга нужно звать- То вряд ли это друг!	0.0
1006	" . Приняла естафету ""Фото якого не мае в ВК"" від Дашулі Цейко Передаю естафету: 1) Іллі Барабашу 2)Артему Ющенку  3)Аліці Олейник 4) Лізі Савченко 5)Ярику Запольському 6)Лолі Руденко 7) Карині Балашові 8)Анні Кічук 9)Вероніці Федоренко  10)Миші Качанову Умови:  1. Викласти фото, якого немає ВК 2. Сповістити 10 друзів про те, що вони теж беруть участь   3. Прикріпити улюблену пісню  4. Якщо оповіщені люди на протязі 24 год не виконають умови естафети, то виконають моє бажання на камеру!"	0.0
1007	 Хлопці, одумайтесь, не грайте з дівчиною, яка любить вас по- справжньому..! Бо ви можете вбити в ній найдорожче... віру в кохання... ©	0.0
1008	" "" Примерно 300 человек нас зашло. Все с Улан-Удэ. В основном, большая часть — буряты. Местные посмотрели на нас, говорят — вы отчаянные ребята. А у нас у буддистов так заведено: мы верим Всевышнему, в три стихии и в перерождение. Если ты умрешь, обязательно снова родишься."" http://www.novayagazeta.ru/society/67490.html"	1.0
1009	 Мой храбрый сынок😍❤️ сделали сразу 2 прививки и ни разу не пикнули)) а еще у нас вылез третий зуб☝️👼👶наконееец-то))) на очереди уже четвертый)	0.0
1010	 Ну что..в путь..по ходу пора уже в Ростов перебираться😂😂😂🚗🚗🚗	0.0
1011	 «Сле́дствие веду́т Колобки́» — рисованный мультипликационный фильм, который создал режиссёр Александр Татарский.[1] Название мультфильма пародирует название популярного детективного сериала «Следствие ведут ЗнаТоКи». В дальнейшем персонажи этого мультфильма Братья Пилоты активно используются студией «Пилот ТВ», в частности в проекте «Чердачок Фруттис» и «Академия собственных Ашибок».  *   В 1983 году творческим объединением «Экран» были сняты 2 серии одноименного мультфильма «Следствие ведут Колобки» по мотивам повести Эдуарда Успенского «Колобок идёт по следу», где фигурируют два персонажа — Колобок и Булочкин.  *   В 90-х годах было снято шесть короткометражных фильмов, использующих тех же персонажей, под названием «Из личной жизни братьев Пилотов»:         -«Братья Пилоты снимают клип для MTV» (июнь 1995 года)         -«Братья Пилоты готовят на завтрак макарончики» (1996)         -«Братья Пилоты иногда ловят рыбу» (1996)         -«Братья Пилоты вдруг решили поохотиться» (1996)         -«Братья Пилоты показывают друг другу новогодние фокусы» (1996)         -«Братья Пилоты по вечерам пьют чай» (1996) *  Фильмы были показаны в 1996 году на РТР, но художник-постановщик и владелец прав на образы Игорь Ковалёв выехал на жительство в США. Тем не менее в 1998 году Александр Татарский получил за эту серию фильмов Государственную премию РФ.   *  В 3-й и 4-й сериях Шефа вместо Леонида Броневого озвучивает Михаил Евдокимов.   *  В зоопарке можно видеть страуса из мультфильма «Крылья, ноги и хвосты», а в «Кратком содержании предыдущих серий» птицу, похожую на грифа из того же мультфильма.   *  В последних сериях в сценах в аэропорту дважды появляется капитан Врунгель. Это связано с тем, что Александр Татарский принимал участие в работе над многосерийным мультфильмом Д. Черкасского «Приключения капитана Врунгеля» в качестве художника-мультипликатора.   *  Карбофос — название распространённого в середине XX века бытового инсектицида.  *   По сюжету мультфильмов была создана серия компьютерных квестов «Братья Пилоты».  *   В фильме имеется несколько аллюзий:         - шрифт, которым написано слово «Аэродром» и слоган «Летайте самолетами» — явная отсылка к логотипу фирмы «Аэрофлот» и её слогану («Летайте самолетами Аэрофлота»);         - фраза «А вас я попрошу остаться», сказанная Шефом директору зоопарка, — аллюзия на эпизод из фильма «Семнадцать мгновений весны», причем также в исполнении Л. Броневого;         - фраза Коллеги, адресованная собирающемуся стрелять Шефу — «Шеф, уйдут!» — возможно, аллюзия на эпизод из фильма «Место встречи изменить нельзя».         - эпизод с надеванием трубы на голову директора зоопарка очень напоминает похожую сцену из серии «Икающий щенок» Тома и Джерри.	1.0
1012	 Даже во время войны противники вынуждены договариваться друг с другом. Не после, а во время. Вы мыслите на уровне детского сада, милейший.	0.0
1013	 Город гнева (фоторепортаж) — НГС.НОВОСТИ	0.0
1014	 Украина:Яценюк в шоке от вопросов!!	0.0
1015	 Теперь я понимала, что значит «перегореть». Именно это со мной произошло. Я перегорела. Что-то во мне погасло, и все стало безразлично.	0.0
1016	 Спешите!!!Мест осталось не так много)) Ведь каждый хочет зарабатывать ) и получать хороший доход)Я расскажу,покажу и помогу каждому начать свой маленький бизнес) В проекте ZEVS реализована уникальная схема, в которой могут заработать даже самые обычные люди ,такие как мы с вами)  Система покажет и обучит вас новым навыкам бизнеса в наш тяжелый век. ПРОЕКТ БОМБА! Чем быстрее ты зарегистрируешься, тем скорее ПОЛУЧИШЬ свой первый доход и возможность жить без всяких проблем)! Торопись, время ещё есть!	1.0
1017	 Я люблю, когда становится спокойно так, как-будто ты глубокое море, состоящее из светлой тишины. Когда уже не осталось кругов от брошенных камней. Когда глубокий вдох не в состоянии поколебать эту тишину. Когда море принимает без сожалений все вокруг, понимая красоту окружающего и внутреннего мира. В такие моменты хочется, чтобы это продолжалась вечно. А потом кто-то или ты сам кидаешь в себя камень и со дна тишины поднимается то, что она скрывает. И снова начинается путь к тишине моря.	0.0
1018	 «Этот курс я записал для тех, кто хочет научиться рисовать портреты техникой быстрого скетча. Философию скетчинга я бы описал так: один жест — одна деталь. Это метод для тех, кто любит «бегать на короткие дистанции». Это рисунок на уровне жеста.  Думать карандашом — лучшее из достижений моих учеников. Ни одна иллюстрация не выглядит достойным образом, если она не имеет в своей основе хорошего рисунка» преподаватель: #иллюстратор #Александр_Рощин #Fashion_School_Online	0.0
1019	 В каждом молчании своя истерика	0.0
1020	 Спасибо организаторам за возможность посмотреть в записи!!!	0.0
1021	 ну а какими средствами и способами создали эту страну?	0.0
1022	 Мама зробила мені пальчикові краски 😊 і понетлася душа в рай:)	0.0
1023	 Одни слухи: что известно о гибели Немцова на третий день расследования	0.0
1024	" Саму уже тошнит от вопроса ""Как дела в школе?"")))  Интересные вариации для родителей. Можно пофантазировать, чтобы улучшить контакт со своим чадом."	0.0
1025	 Как же плохо чувствовать людскую боль....сквозь расстояние...я проснулся в поту , в тревоге прям щас..прям щас что то произошло с соседями:(	0.0
1026	 Самое сложное в отношениях — это забрать у спящей рядом жены свою половинку одеяла	0.0
1027	 Я не капли не жалею что поступил плохо с некоторыми людьми. Была бы возможность, Я бы вернулся и поступил еще хуже.	0.0
1028	 Душа моя открыта... Заходите! Но только тем, кто лишь желает мне добра... И в душу мне, не надо, не сорите... Я только-только здесь порядок навела! И ноги вытирайте за порогом... не надо пачкать, трудно вытирать... Слова лишь нежные сюда мне заносите, украшу душу, пусть цветёт она... Я угощу вас чаем из улыбки, любовью накормлю, согрею в холода... Не жалко мне душою поделиться, но... только с теми, кто желает мне Добра!	0.0
